"Sottoarea_46.Prodotto_2.Zona","Sottoarea_46.Prodotto_2.Area","Sottoarea_46.Prodotto_2.Sottoarea","Sottoarea_46.Prodotto_2.Latitudine","Sottoarea_46.Prodotto_2.Longitudine","Sottoarea_46.Prodotto_2.Categoria_prodotto","Sottoarea_46.Prodotto_2.Data","Sottoarea_46.Prodotto_2.Day","Sottoarea_46.Prodotto_2.Weekend","Sottoarea_46.Prodotto_2.Holiday","Sottoarea_46.Prodotto_2.Season","Sottoarea_46.Prodotto_2.Vendite"
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-01","mercoledì",FALSE,TRUE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-02","giovedì",FALSE,FALSE,"inverno",4
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-03","venerdì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-04","sabato",TRUE,FALSE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-05","domenica",TRUE,FALSE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-06","lunedì",FALSE,TRUE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-07","martedì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-08","mercoledì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-09","giovedì",FALSE,FALSE,"inverno",4
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-10","venerdì",FALSE,FALSE,"inverno",2
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-11","sabato",TRUE,FALSE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-12","domenica",TRUE,FALSE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-13","lunedì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-14","martedì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-15","mercoledì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-16","giovedì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-17","venerdì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-18","sabato",TRUE,FALSE,"inverno",1
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-19","domenica",TRUE,FALSE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-20","lunedì",FALSE,FALSE,"inverno",4
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-21","martedì",FALSE,FALSE,"inverno",4
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-22","mercoledì",FALSE,FALSE,"inverno",3
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-23","giovedì",FALSE,FALSE,"inverno",5
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-24","venerdì",FALSE,FALSE,"inverno",5
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-25","sabato",TRUE,FALSE,"inverno",1
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-26","domenica",TRUE,FALSE,"inverno",0
"Zona_11","Area_29","Sottoarea_46",45.7619757301587,9.15392512698412,"Prodotto_2","2014-01-27","lunedì",FALSE,FALSE,"inverno",3
