Sottoarea_1;2016-05-20;2,4337;0,2623;0,3833;0,1469;15,9878
;2016-05-21;1,9662;0,2623;0,3835;0,1471;15,9638
;2016-05-22;0,0879;0,2625;0,3838;0,1473;15,9609
;2016-05-23;1,3304;0,2628;0,3842;0,1476;15,9787
;2016-05-24;2,0206;0,2632;0,3846;0,1479;16,001
;2016-05-25;1,4965;0,2633;0,3849;0,1481;15,9913
;2016-05-26;1,5194;0,2625;0,3841;0,1475;15,9913
;2016-05-27;2,1756;0,2623;0,3841;0,1475;15,9377
;2016-05-28;1,0293;0,2623;0,3843;0,1477;15,9179
;2016-05-29;0,403;0,2627;0,3847;0,148;15,9496
Sottoarea_10;2016-05-20;2,9807;0,2947;0,3779;0,1428;15,6365
;2016-05-21;2,6238;0,2941;0,3773;0,1423;15,5389
;2016-05-22;0,2056;0,2923;0,3739;0,1398;15,5207
;2016-05-23;2,0934;0,2927;0,3742;0,14;15,5272
;2016-05-24;2,2762;0,293;0,3746;0,1403;15,5272
;2016-05-25;3,8009;0,2929;0,3746;0,1404;15,4884
;2016-05-26;2,7933;0,2922;0,3738;0,1397;15,4884
;2016-05-27;2,683;0,2923;0,3741;0,1399;15,5011
;2016-05-28;1,4792;0,2921;0,374;0,1398;15,5042
;2016-05-29;0,2402;0,2913;0,3731;0,1392;15,4643
Sottoarea_100;2016-05-20;5,2607;0,4785;0,6948;0,4828;17,2566
;2016-05-21;4,3803;0,4785;0,6952;0,4833;17,197
;2016-05-22;0,7542;0,4782;0,6953;0,4834;17,1645
;2016-05-23;2,6232;0,4789;0,696;0,4844;17,1888
;2016-05-24;5,3948;0,4797;0,6967;0,4853;17,2106
;2016-05-25;6,3082;0,4791;0,6964;0,485;17,0717
;2016-05-26;5,648;0,4782;0,696;0,4843;17,0717
;2016-05-27;6,0296;0,4786;0,6965;0,4851;17,0739
;2016-05-28;4,6103;0,4793;0,6972;0,4861;17,1009
;2016-05-29;0,7153;0,4788;0,6971;0,486;16,9798
Sottoarea_101;2016-05-20;3,7413;0,4035;0,649;0,4212;19,0128
;2016-05-21;3,4251;0,4017;0,647;0,4187;19,0128
;2016-05-22;0,8063;0,4018;0,6475;0,4192;18,9744
;2016-05-23;1,7678;0,4024;0,6481;0,4201;19,0008
;2016-05-24;3,884;0,4031;0,6488;0,4209;19,0289
;2016-05-25;4,3818;0,4036;0,6494;0,4217;19,037
;2016-05-26;4,8603;0,4026;0,6488;0,421;19,037
;2016-05-27;3,8718;0,4034;0,6495;0,4218;19,0758
;2016-05-28;3,3987;0,4037;0,65;0,4225;19,0916
;2016-05-29;0,509;0,4037;0,6504;0,423;19,0395
Sottoarea_102;2016-05-20;5,4727;0,5224;0,7401;0,5478;18,1223
;2016-05-21;3,4948;0,5209;0,7387;0,5457;17,8958
;2016-05-22;0,68;0,5211;0,7392;0,5465;17,89
;2016-05-23;2,4536;0,5216;0,7399;0,5474;17,8958
;2016-05-24;5,1185;0,5222;0,7405;0,5484;17,8914
;2016-05-25;4,2753;0,5228;0,7412;0,5494;17,9073
;2016-05-26;4,9854;0,5214;0,7399;0,5474;17,9073
;2016-05-27;5,2292;0,521;0,74;0,5476;17,8712
;2016-05-28;2,4756;0,5204;0,7397;0,5472;17,8186
;2016-05-29;0,7796;0,5201;0,7399;0,5474;17,7834
Sottoarea_103;2016-05-20;3,0072;0,2739;0,3624;0,1314;14,6539
;2016-05-21;3,6743;0,2726;0,3604;0,1299;14,6539
;2016-05-22;0,1333;0,2724;0,3605;0,1299;14,6111
;2016-05-23;1,6069;0,2723;0,3605;0,13;14,6075
;2016-05-24;2,1459;0,2727;0,3609;0,1302;14,6257
;2016-05-25;2,1451;0,273;0,3612;0,1304;14,6212
;2016-05-26;2,585;0,2723;0,3605;0,1299;14,6212
;2016-05-27;2,7572;0,2718;0,3601;0,1296;14,5334
;2016-05-28;1,4967;0,2718;0,3602;0,1298;14,5372
;2016-05-29;0,1567;0,2722;0,3606;0,13;14,5631
Sottoarea_104;2016-05-20;2,5596;0,2648;0,3676;0,1352;14,5713
;2016-05-21;2,7189;0,2642;0,3672;0,1348;14,4782
;2016-05-22;0,0464;0,2644;0,3675;0,135;14,4756
;2016-05-23;1,8161;0,2649;0,3678;0,1353;14,5017
;2016-05-24;2,542;0,2652;0,3682;0,1356;14,5117
;2016-05-25;2,1944;0,2655;0,3685;0,1358;14,5172
;2016-05-26;2,2746;0,2651;0,3682;0,1356;14,5172
;2016-05-27;2,3093;0,265;0,3683;0,1357;14,4788
;2016-05-28;0,9833;0,2651;0,3686;0,1359;14,4887
;2016-05-29;0,2767;0,2654;0,3689;0,1361;14,492
Sottoarea_105;2016-05-20;6,6533;0,4444;0,6318;0,3992;15,3292
;2016-05-21;3,7835;0,4422;0,6286;0,3952;15,0337
;2016-05-22;1,9216;0,4423;0,629;0,3957;15,0244
;2016-05-23;5,5331;0,4424;0,6294;0,3961;14,969
;2016-05-24;6,2182;0,4431;0,63;0,3969;14,9855
;2016-05-25;6,0321;0,4437;0,6306;0,3977;15,0054
;2016-05-26;8,2045;0,4426;0,6296;0,3964;15,0054
;2016-05-27;6,7309;0,4434;0,6303;0,3972;15,0347
;2016-05-28;3,329;0,4443;0,6309;0,398;15,0667
;2016-05-29;1,9585;0,4442;0,6311;0,3983;15,0441
Sottoarea_106;2016-05-20;6,1145;0,4308;0,6054;0,3665;15,2199
;2016-05-21;5,0322;0,4297;0,6045;0,3654;15,0486
;2016-05-22;1,9531;0,4255;0,594;0,3529;15,0194
;2016-05-23;4,0582;0,4263;0,5946;0,3536;15,0491
;2016-05-24;5,5414;0,4268;0,5952;0,3542;15,0504
;2016-05-25;7,4346;0,4274;0,5957;0,3549;15,0719
;2016-05-26;8,816;0,4257;0,5936;0,3523;15,0719
;2016-05-27;6,4463;0,4254;0,5937;0,3525;15,0477
;2016-05-28;3,7162;0,4257;0,5941;0,353;15,0465
;2016-05-29;1,4267;0,4248;0,5935;0,3522;14,9857
Sottoarea_107;2016-05-20;2,7034;0,2546;0,4725;0,2233;16,3576
;2016-05-21;2,4097;0,2542;0,4725;0,2233;16,3576
;2016-05-22;0,913;0,252;0,4692;0,2202;16,311
;2016-05-23;1,8031;0,2525;0,4697;0,2206;16,311
;2016-05-24;3,0562;0,2529;0,4702;0,2211;16,311
;2016-05-25;5,3854;0,2531;0,4706;0,2214;16,3044
;2016-05-26;3,4172;0,2529;0,4708;0,2216;16,3044
;2016-05-27;2,6934;0,2525;0,4709;0,2217;16,3044
;2016-05-28;2,0578;0,2521;0,4709;0,2217;16,2216
;2016-05-29;0,5657;0,2518;0,471;0,2218;16,2216
Sottoarea_108;2016-05-20;2,8733;0,268;0,5015;0,2515;16,7951
;2016-05-21;1,8235;0,2676;0,5015;0,2515;16,7951
;2016-05-22;0,1599;0,2681;0,502;0,252;16,8305
;2016-05-23;0,8106;0,2683;0,5025;0,2525;16,8305
;2016-05-24;1,6394;0,2687;0,503;0,253;16,8305
;2016-05-25;1,8277;0,2689;0,5034;0,2534;16,8266
;2016-05-26;2,0383;0,2684;0,5033;0,2533;16,8266
;2016-05-27;2,2365;0,2685;0,5037;0,2538;16,8154
;2016-05-28;1,0552;0,2688;0,5042;0,2543;16,8321
;2016-05-29;0,0433;0,2688;0,5046;0,2546;16,8383
Sottoarea_109;2016-05-20;3,4692;0,4443;0,6409;0,4108;18,2518
;2016-05-21;2,1656;0,444;0,641;0,4108;18,2249
;2016-05-22;0,6094;0,4447;0,6416;0,4116;18,2557
;2016-05-23;1,5299;0,4452;0,6422;0,4124;18,2552
;2016-05-24;3,3779;0,4451;0,6424;0,4127;18,2392
;2016-05-25;2,8103;0,4444;0,6421;0,4123;18,105
;2016-05-26;2,9067;0,4428;0,6403;0,41;18,105
;2016-05-27;4,0991;0,4431;0,6408;0,4106;18,1121
;2016-05-28;2,1927;0,4437;0,6414;0,4114;18,144
;2016-05-29;0,6188;0,4444;0,6421;0,4123;18,175
Sottoarea_11;2016-05-20;2,0832;0,2423;0,3607;0,1301;14,8665
;2016-05-21;1,3633;0,2417;0,3602;0,1297;14,8665
;2016-05-22;0,1808;0,2415;0,3602;0,1298;14,8234
;2016-05-23;0,9268;0,2418;0,3606;0,13;14,8388
;2016-05-24;1,4981;0,2416;0,3605;0,13;14,8388
;2016-05-25;1,3654;0,2419;0,3609;0,1302;14,8657
;2016-05-26;1,814;0,2413;0,3604;0,1299;14,8657
;2016-05-27;2,3667;0,2412;0,3606;0,13;14,8357
;2016-05-28;1,0533;0,2417;0,3609;0,1303;14,8636
;2016-05-29;0,1881;0,2419;0,3612;0,1305;14,883
Sottoarea_110;2016-05-20;2,0404;0,3145;0,4894;0,2396;18,9598
;2016-05-21;1,0774;0,3143;0,4895;0,2396;18,8997
;2016-05-22;0,0156;0,3144;0,4899;0,24;18,8831
;2016-05-23;0,5536;0,315;0,4904;0,2405;18,9248
;2016-05-24;1,3434;0,3151;0,4907;0,2408;18,9127
;2016-05-25;1,8593;0,3149;0,4909;0,241;18,9127
;2016-05-26;2,271;0,3142;0,4905;0,2406;18,9127
;2016-05-27;2,07;0,3141;0,4907;0,2408;18,8684
;2016-05-28;1,0518;0,3139;0,4908;0,2409;18,813
;2016-05-29;0,0356;0,3142;0,4913;0,2413;18,8415
Sottoarea_111;2016-05-20;8,7458;0,794;1,1378;1,2945;18,3876
;2016-05-21;4,5286;0,7915;1,1352;1,2887;18,2118
;2016-05-22;1,313;0,7906;1,135;1,2882;18,1183
;2016-05-23;3,3847;0,7921;1,1361;1,2907;18,155
;2016-05-24;7,6808;0,7927;1,137;1,2928;18,1593
;2016-05-25;5,6184;0,7913;1,1361;1,2908;18,0373
;2016-05-26;5,5453;0,7867;1,1291;1,2748;18,0373
;2016-05-27;9,6006;0,786;1,1291;1,2748;18,0156
;2016-05-28;3,8939;0,7838;1,127;1,2702;17,9207
;2016-05-29;1,3959;0,784;1,1277;1,2717;17,9289
Sottoarea_112;2016-05-20;2,3842;0,2504;0,3926;0,1542;15,8407
;2016-05-21;1,538;0,2498;0,3922;0,1538;15,8407
;2016-05-22;0,3005;0,2501;0,3926;0,1541;15,8584
;2016-05-23;0,8004;0,2502;0,3928;0,1543;15,8584
;2016-05-24;2,0895;0,2506;0,3932;0,1546;15,8584
;2016-05-25;1,5306;0,2511;0,3936;0,1549;15,8953
;2016-05-26;0,6264;0,2505;0,3933;0,1547;15,8953
;2016-05-27;1,4361;0,2508;0,3936;0,155;15,9064
;2016-05-28;1,1778;0,2511;0,394;0,1552;15,9209
;2016-05-29;0,056;0,2515;0,3944;0,1556;15,9572
Sottoarea_113;2016-05-20;7,7148;0,7583;1,1146;1,2423;21,947
;2016-05-21;6,051;0,7566;1,1133;1,2395;21,6449
;2016-05-22;1,803;0,7573;1,1143;1,2416;21,6498
;2016-05-23;3,2722;0,7583;1,1153;1,2439;21,6647
;2016-05-24;6,3897;0,7597;1,1164;1,2464;21,6993
;2016-05-25;6,4565;0,7592;1,1167;1,247;21,5351
;2016-05-26;7,7731;0,7577;1,1157;1,2448;21,5351
;2016-05-27;7,9975;0,7572;1,1159;1,2452;21,4724
;2016-05-28;4,5019;0,7582;1,117;1,2476;21,5087
;2016-05-29;1,5519;0,7591;1,118;1,2499;21,5312
Sottoarea_114;2016-05-20;6,9393;0,7649;1,038;1,0775;18,1204
;2016-05-21;4,2036;0,7623;1,0349;1,0711;17,9426
;2016-05-22;1,4002;0,7622;1,0353;1,0719;17,9375
;2016-05-23;3,5325;0,7626;1,036;1,0733;17,9446
;2016-05-24;5,8423;0,763;1,0368;1,0749;17,9436
;2016-05-25;6,7182;0,762;1,0363;1,0738;17,8493
;2016-05-26;5,8712;0,7593;1,0331;1,0673;17,8493
;2016-05-27;7,5036;0,7589;1,0332;1,0675;17,8346
