"Sottoarea_61","2016-05-20",6.2266,0.6127,0.9488,0.9003,16.9093
,"2016-05-21",4.0643,0.6094,0.9443,0.8918,16.4731
,"2016-05-22",1.4871,0.6079,0.9433,0.8899,16.3658
,"2016-05-23",2.56,0.6089,0.9443,0.8916,16.3947
,"2016-05-24",4.7871,0.6094,0.9451,0.8931,16.4036
,"2016-05-25",4.3021,0.6092,0.9455,0.8939,16.3891
,"2016-05-26",5.6339,0.605,0.9386,0.881,15.8569
,"2016-05-27",8.0436,0.6033,0.9373,0.8786,15.7379
,"2016-05-28",3.4433,0.6026,0.9373,0.8785,15.7204
,"2016-05-29",1.2072,0.6031,0.9381,0.88,15.7381
"Sottoarea_62","2016-05-20",4.1756,0.4365,0.6636,0.4403,16.3984
,"2016-05-21",3.876,0.4356,0.663,0.4396,16.2439
,"2016-05-22",0.626,0.4356,0.6634,0.4401,16.2488
,"2016-05-23",2.1425,0.4358,0.6639,0.4408,16.2469
,"2016-05-24",2.6393,0.4366,0.6646,0.4416,16.2721
,"2016-05-25",3.2714,0.4372,0.6652,0.4425,16.2985
,"2016-05-26",3.9535,0.4354,0.6632,0.4399,16.2985
,"2016-05-27",4.1693,0.4353,0.6635,0.4402,16.3119
,"2016-05-28",3.56,0.4358,0.6641,0.4411,16.3351
,"2016-05-29",0.663,0.4362,0.6647,0.4418,16.352
"Sottoarea_63","2016-05-20",2.4307,0.2064,0.282,0.0795,13.4175
,"2016-05-21",1.7414,0.2056,0.2809,0.0789,13.4175
,"2016-05-22",0.6041,0.2051,0.2804,0.0786,13.4175
,"2016-05-23",0.5781,0.2054,0.2807,0.0788,13.4359
,"2016-05-24",1.9603,0.2052,0.2807,0.0788,13.4044
,"2016-05-25",2.8457,0.2047,0.2803,0.0785,13.4044
,"2016-05-26",2.4791,0.2036,0.2784,0.0775,13.4044
,"2016-05-27",2.1701,0.2036,0.2785,0.0776,13.391
,"2016-05-28",1.9287,0.2034,0.2785,0.0776,13.3881
,"2016-05-29",0.6808,0.2036,0.2787,0.0777,13.3853
"Sottoarea_64","2016-05-20",4.4454,0.4596,0.6233,0.3886,14.6407
,"2016-05-21",4.4342,0.4579,0.6212,0.3859,14.3935
,"2016-05-22",1.0033,0.4522,0.6036,0.3644,14.3651
,"2016-05-23",3.0304,0.4528,0.6042,0.365,14.3849
,"2016-05-24",4.0935,0.4532,0.6047,0.3657,14.3696
,"2016-05-25",3.7838,0.4536,0.6052,0.3663,14.3856
,"2016-05-26",4.4701,0.4507,0.5997,0.3596,14.3856
,"2016-05-27",4.1475,0.45,0.5993,0.3591,14.3889
,"2016-05-28",2.0621,0.4453,0.5865,0.344,14.3652
,"2016-05-29",1.12,0.4442,0.5854,0.3427,14.3258
"Sottoarea_65","2016-05-20",0.3628,0.152,0.1943,0.0378,16.7682
,"2016-05-21",0.3501,0.152,0.1944,0.0378,16.7682
,"2016-05-22",0.0767,0.151,0.1924,0.037,16.6949
,"2016-05-23",0.3398,0.1512,0.1926,0.0371,16.6949
,"2016-05-24",0.84,0.1515,0.1928,0.0372,16.6949
,"2016-05-25",0.5644,0.1514,0.1927,0.0371,16.6949
,"2016-05-26",0.847,0.1515,0.1929,0.0372,16.6949
,"2016-05-27",0.2464,0.1515,0.1929,0.0372,16.693
,"2016-05-28",0.2467,0.1515,0.193,0.0372,16.6961
,"2016-05-29",0.0676,0.1514,0.1929,0.0372,16.6758
"Sottoarea_66","2016-05-20",2.8066,0.3654,0.5835,0.3404,18.4981
,"2016-05-21",1.2883,0.3654,0.5838,0.3408,18.4574
,"2016-05-22",0.2267,0.366,0.5844,0.3415,18.4898
,"2016-05-23",0.8496,0.3659,0.5847,0.3419,18.4872
,"2016-05-24",2.2444,0.3666,0.5853,0.3426,18.5239
,"2016-05-25",2.089,0.3668,0.5857,0.3431,18.5004
,"2016-05-26",2.3772,0.365,0.5835,0.3405,18.5004
,"2016-05-27",3.2898,0.3645,0.5835,0.3405,18.4099
,"2016-05-28",1.3548,0.3651,0.5841,0.3412,18.4425
,"2016-05-29",0.4195,0.3647,0.5841,0.3412,18.3564
"Sottoarea_67","2016-05-20",2.2885,0.3637,0.6629,0.4394,16.3146
,"2016-05-21",1.2401,0.3634,0.6631,0.4397,16.235
,"2016-05-22",0.1598,0.3629,0.6633,0.4399,16.239
,"2016-05-23",1.692,0.3629,0.6637,0.4405,16.234
,"2016-05-24",2.063,0.3633,0.6643,0.4413,16.2333
,"2016-05-25",2.473,0.364,0.665,0.4422,16.2691
,"2016-05-26",1.84,0.3641,0.6655,0.4429,16.2268
,"2016-05-27",2.5268,0.3645,0.6661,0.4437,16.2528
,"2016-05-28",1.0189,0.3643,0.6664,0.4441,16.2348
,"2016-05-29",0.12,0.3642,0.6669,0.4447,16.2262
"Sottoarea_68","2016-05-20",1.9818,0.2375,0.3305,0.1092,14.7995
,"2016-05-21",1.4024,0.2379,0.3308,0.1094,14.8191
,"2016-05-22",0.4367,0.2383,0.3311,0.1097,14.8513
,"2016-05-23",1.4482,0.2387,0.3315,0.1099,14.8728
,"2016-05-24",1.606,0.2389,0.3317,0.1101,14.878
,"2016-05-25",1.7875,0.239,0.332,0.1102,14.8717
,"2016-05-26",1.7177,0.2392,0.3322,0.1104,14.8662
,"2016-05-27",2.1422,0.2392,0.3324,0.1105,14.849
,"2016-05-28",1.5577,0.2394,0.3327,0.1107,14.8522
,"2016-05-29",0.5822,0.2393,0.3327,0.1107,14.8169
"Sottoarea_69","2016-05-20",2.1348,0.235,0.3289,0.1082,15.0919
,"2016-05-21",1.4416,0.2349,0.329,0.1082,15.0919
,"2016-05-22",0.0804,0.2351,0.3293,0.1084,15.0961
,"2016-05-23",1.8211,0.2354,0.3296,0.1086,15.1172
,"2016-05-24",2.0785,0.2356,0.3298,0.1088,15.1112
,"2016-05-25",1.9476,0.2351,0.3295,0.1086,15.1112
,"2016-05-26",1.5364,0.2348,0.3293,0.1085,15.1112
,"2016-05-27",2.5412,0.2349,0.3296,0.1086,15.1027
,"2016-05-28",1.0067,0.2348,0.3297,0.1087,15.0823
,"2016-05-29",0.0467,0.2347,0.3297,0.1087,15.0396
"Sottoarea_70","2016-05-20",1.2479,0.1621,0.2307,0.0532,10.4519
,"2016-05-21",1.2796,0.1616,0.2303,0.053,10.4519
,"2016-05-22",0.047,0.1612,0.2299,0.0529,10.4519
,"2016-05-23",0.442,0.161,0.2298,0.0528,10.4061
,"2016-05-24",0.8642,0.1612,0.2301,0.0529,10.4061
,"2016-05-25",0.2907,0.1608,0.2297,0.0528,10.4061
,"2016-05-26",0.9817,0.1605,0.2294,0.0526,10.4061
,"2016-05-27",1.3351,0.1608,0.2297,0.0527,10.4322
,"2016-05-28",1.0846,0.161,0.2299,0.0528,10.4514
,"2016-05-29",0.0901,0.1612,0.2301,0.0529,10.4572
"Sottoarea_71","2016-05-20",1.062,0.176,0.2664,0.071,12.5944
,"2016-05-21",0.9,0.1758,0.2664,0.071,12.5944
,"2016-05-22",0.1347,0.1754,0.2661,0.0708,12.5944
,"2016-05-23",0.2775,0.1756,0.2664,0.0709,12.5944
,"2016-05-24",0.4367,0.1758,0.2666,0.0711,12.5944
,"2016-05-25",0.9102,0.1755,0.2665,0.071,12.5944
,"2016-05-26",1.3677,0.1755,0.2666,0.0711,12.5944
,"2016-05-27",0.9917,0.1755,0.2668,0.0712,12.5843
,"2016-05-28",0.9075,0.1756,0.267,0.0713,12.5841
,"2016-05-29",0.1281,0.1757,0.2672,0.0714,12.5806
"Sottoarea_72","2016-05-20",-0.0,0.1297,0.1703,0.029,19.7669
,"2016-05-21",0.0067,0.1297,0.1704,0.029,19.7669
,"2016-05-22",0.001,0.1298,0.1705,0.0291,19.7669
,"2016-05-23",-0.0,0.13,0.1707,0.0291,19.7669
,"2016-05-24",0.1527,0.1303,0.1708,0.0292,19.7669
,"2016-05-25",0.038,0.1301,0.1707,0.0292,19.7669
,"2016-05-26",0.2139,0.1303,0.1709,0.0292,19.7669
,"2016-05-27",-0.0,0.1304,0.1711,0.0293,19.7669
,"2016-05-28",0.0233,0.1305,0.1712,0.0293,19.7669
,"2016-05-29",-0.0,0.1307,0.1713,0.0294,19.7669
"Sottoarea_73","2016-05-20",2.4951,0.3068,0.4815,0.2319,18.1123
,"2016-05-21",1.6691,0.3062,0.4812,0.2316,18.1123
,"2016-05-22",0.4297,0.3067,0.4817,0.232,18.1357
,"2016-05-23",0.9014,0.3073,0.4822,0.2325,18.1777
,"2016-05-24",1.5865,0.3074,0.4825,0.2328,18.1919
,"2016-05-25",1.8049,0.3074,0.4829,0.2332,18.1919
,"2016-05-26",2.5562,0.3068,0.4825,0.2328,18.1919
,"2016-05-27",2.0079,0.307,0.4829,0.2332,18.183
,"2016-05-28",1.7701,0.3073,0.4834,0.2336,18.1891
,"2016-05-29",0.5229,0.3073,0.4837,0.2339,18.1651
"Sottoarea_74","2016-05-20",3.3637,0.4452,0.6252,0.3908,18.2226
,"2016-05-21",3.2531,0.445,0.6253,0.391,18.1427
,"2016-05-22",1.0844,0.4452,0.6257,0.3916,18.1117
,"2016-05-23",1.9156,0.4448,0.6256,0.3914,18.1025
,"2016-05-24",3.7636,0.4454,0.6262,0.3922,18.1152
,"2016-05-25",2.8254,0.4449,0.6261,0.392,18.0061
,"2016-05-26",2.9614,0.4438,0.6252,0.3908,18.0061
,"2016-05-27",3.451,0.4435,0.6252,0.3908,17.9101
,"2016-05-28",3.095,0.4437,0.6256,0.3914,17.9145
,"2016-05-29",0.7587,0.4442,0.6262,0.3921,17.9401
"Sottoarea_75","2016-05-20",2.5235,0.398,0.5681,0.3228,17.223
,"2016-05-21",1.9541,0.3983,0.5686,0.3233,17.2045
